,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,target,to_Coupon,coupon_freq,occupation_class
6156,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,never,never,less1,4~8,1~3,0,0,0,0,0,never,Low_Acceptance
4640,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,less1,1~3,4~8,1~3,less1,0,0,1,1,0,1~3,Medium_Low_Acceptance
6403,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,never,never,1~3,1~3,1~3,1,1,0,0,2,1~3,Medium_Low_Acceptance
12422,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,31,Married partner,1,Some college - no degree,Protective Service,$100000 or More,1~3,less1,4~8,1~3,4~8,0,0,0,0,0,1~3,High_Acceptance
9818,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,4~8,1~3,4~8,1~3,less1,0,0,0,1,0,4~8,Medium_Low_Acceptance
11154,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,0,0,0,1,0,1~3,Medium_Acceptance
2041,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Management,$25000 - $37499,less1,1~3,1~3,4~8,1~3,1,0,0,0,1,1~3,Medium_Acceptance
3837,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Married partner,1,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,less1,1~3,never,0,0,0,0,0,never,Low_Acceptance
9248,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,0,0,0,1,gt8,Medium_Acceptance
5717,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,4~8,1~3,4~8,4~8,1~3,0,0,1,1,0,4~8,Medium_Low_Acceptance
940,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,31,Single,0,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,1~3,4~8,4~8,4~8,4~8,1,1,0,1,2,4~8,Medium_Acceptance
7157,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,0,0,0,0,0,never,High_Acceptance
7528,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,0,0,1,1,less1,High_Acceptance
8182,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,46,Married partner,0,Bachelors degree,Construction & Extraction,$12500 - $24999,1~3,4~8,4~8,1~3,less1,0,0,0,0,0,less1,High_Acceptance
2269,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,21,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,never,never,1~3,less1,never,0,0,0,1,0,less1,Medium_Acceptance
12111,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8,0,0,0,1,0,4~8,Medium_Low_Acceptance
10534,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,4~8,less1,1~3,0,0,0,0,0,never,Low_Acceptance
3245,Work,Alone,Sunny,55,7AM,Bar,1d,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,1,0,1,2,never,High_Acceptance
1601,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,less1,1~3,1~3,gt8,never,1,0,0,0,1,1~3,High_Acceptance
9209,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,0,0,0,1,0,less1,Medium_Low_Acceptance
6169,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,never,never,less1,4~8,1~3,1,0,0,0,1,never,Low_Acceptance
2366,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Management,$25000 - $37499,4~8,less1,gt8,1~3,1~3,0,0,0,0,0,less1,Medium_Acceptance
1486,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3,0,0,0,1,0,1~3,Low_Acceptance
4092,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0,0,0,less1,Medium_High_Acceptance
8171,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,46,Married partner,0,Bachelors degree,Construction & Extraction,$12500 - $24999,1~3,4~8,4~8,1~3,less1,0,0,0,1,0,1~3,High_Acceptance
6906,Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,1~3,4~8,4~8,1~3,1~3,0,0,0,0,0,1~3,Medium_Low_Acceptance
9095,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,0,0,0,never,Medium_Low_Acceptance
5757,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,26,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,1~3,0,0,1,1,0,1~3,Medium_Acceptance
12239,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,1~3,4~8,1~3,1~3,0,0,0,1,0,1~3,Medium_Acceptance
3558,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,gt8,1~3,1~3,4~8,less1,0,0,0,1,0,4~8,Low_Acceptance
2985,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,21,Unmarried partner,0,Some college - no degree,Protective Service,$25000 - $37499,gt8,4~8,gt8,4~8,less1,1,0,0,0,1,gt8,High_Acceptance
8281,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,21,Single,0,Associates degree,Computer & Mathematical,$37500 - $49999,never,less1,1~3,less1,less1,0,0,0,1,0,less1,Medium_Acceptance
9425,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,0,0,1,never,Medium_Acceptance
11649,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3,0,0,0,0,0,1~3,Medium_High_Acceptance
2972,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,never,less1,4~8,less1,less1,1,0,0,0,1,less1,Medium_Acceptance
3252,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1,1,0,0,0,1,1~3,Medium_Low_Acceptance
10610,Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less1,less1,4~8,gt8,gt8,1,1,0,0,2,less1,Medium_Acceptance
4835,No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,0,0,0,1,1~3,Medium_Low_Acceptance
1516,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Unmarried partner,0,Bachelors degree,Legal,$100000 or More,never,less1,less1,1~3,1~3,0,0,0,0,0,less1,Low_Acceptance
5000,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,21,Single,0,High School Graduate,Unemployed,$100000 or More,never,never,less1,never,never,1,0,0,0,1,never,Medium_Low_Acceptance
1480,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3,0,0,0,1,0,1~3,Low_Acceptance
12164,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,never,less1,gt8,1~3,less1,1,0,0,0,1,less1,Low_Acceptance
4247,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,4~8,1~3,4~8,1~3,0,0,0,0,0,4~8,Medium_High_Acceptance
4689,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,0,0,0,0,0,never,Low_Acceptance
1084,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,1~3,gt8,4~8,less1,1,0,0,1,1,gt8,Low_Acceptance
7057,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,High School Graduate,Sales & Related,$37500 - $49999,never,less1,4~8,4~8,less1,0,0,1,1,0,less1,Medium_Low_Acceptance
6815,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Some college - no degree,Unemployed,$12500 - $24999,never,less1,1~3,4~8,less1,0,0,0,1,0,1~3,Medium_Low_Acceptance
1032,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,1~3,4~8,4~8,4~8,less1,0,0,0,1,0,4~8,Low_Acceptance
8069,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Management,$25000 - $37499,4~8,never,4~8,gt8,1~3,0,0,0,0,0,never,Medium_Acceptance
4156,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,50plus,Married partner,0,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,4~8,never,0,0,0,0,0,never,Medium_Low_Acceptance
11505,No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Female,below21,Single,0,Bachelors degree,Student,$12500 - $24999,gt8,1~3,less1,4~8,gt8,1,0,0,1,1,4~8,Medium_High_Acceptance
6358,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,less1,4~8,4~8,4~8,4~8,0,0,0,1,0,4~8,Medium_Low_Acceptance
4879,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,never,never,never,less1,less1,1,0,0,0,1,less1,Medium_Acceptance
7913,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,never,less1,1~3,1~3,1~3,1,0,0,0,1,never,Low_Acceptance
9427,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,0,0,1,gt8,Medium_Acceptance
5627,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Single,0,Associates degree,Management,$37500 - $49999,4~8,1~3,4~8,1~3,less1,1,1,0,1,2,4~8,Medium_Acceptance
12237,Work,Alone,Snowy,30,7AM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,less1,1~3,1~3,1~3,less1,1,1,0,0,2,less1,High_Acceptance
4694,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,0,0,1,0,0,never,Low_Acceptance
44,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,46,Single,0,Some college - no degree,Student,$12500 - $24999,never,4~8,1~3,1~3,never,0,0,0,1,0,1~3,Medium_High_Acceptance
2976,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,never,less1,4~8,less1,less1,1,1,0,1,2,less1,Medium_Acceptance
1379,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,1~3,less1,1~3,1~3,less1,1,0,0,1,1,less1,Medium_Acceptance
3259,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1,1,0,0,0,1,never,Medium_Low_Acceptance
1993,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Male,21,Married partner,0,Bachelors degree,Management,$50000 - $62499,never,never,4~8,4~8,1~3,0,0,0,1,0,1~3,Medium_Acceptance
6700,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,4~8,gt8,less1,1~3,never,1,0,0,0,1,gt8,Medium_Low_Acceptance
6483,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,41,Divorced,1,Bachelors degree,Sales & Related,$62500 - $74999,never,never,4~8,1~3,never,0,0,1,1,0,1~3,Medium_Low_Acceptance
7522,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,41,Unmarried partner,1,Some college - no degree,Unemployed,Less than $12500,never,1~3,1~3,4~8,less1,1,1,0,0,2,4~8,Medium_Low_Acceptance
5826,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Architecture & Engineering,$87500 - $99999,less1,less1,4~8,less1,less1,1,1,0,0,2,4~8,High_Acceptance
5517,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,4~8,less1,1~3,less1,never,0,0,1,0,0,less1,Low_Acceptance
11554,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1,0,0,1,1,1~3,High_Acceptance
11483,No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Female,41,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,1~3,1~3,4~8,4~8,1~3,1,0,0,1,1,1~3,Low_Acceptance
4920,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,never,never,less1,1~3,never,1,0,0,1,1,1~3,Medium_Acceptance
6859,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,never,never,less1,less1,never,0,0,0,1,0,less1,Medium_Low_Acceptance
7848,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,0,0,0,1,0,gt8,Medium_Acceptance
500,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,1,1,less1,Low_Acceptance
3884,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Married partner,0,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,never,1~3,1~3,4~8,less1,1,0,0,0,1,less1,High_Acceptance
8551,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,never,never,gt8,gt8,1~3,1,0,0,1,1,never,Medium_Low_Acceptance
6498,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,36,Unmarried partner,1,Bachelors degree,Retired,$37500 - $49999,1~3,4~8,4~8,1~3,1~3,1,0,0,1,1,1~3,Low_Acceptance
4402,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,never,less1,1~3,never,0,0,1,0,0,1~3,Medium_Acceptance
9914,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,never,less1,gt8,4~8,1~3,1,0,0,1,1,1~3,Medium_High_Acceptance
846,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Married partner,1,Bachelors degree,Retired,$87500 - $99999,never,never,less1,1~3,less1,1,1,0,0,2,never,Low_Acceptance
8902,Home,Partner,Sunny,55,10PM,Bar,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,1,0,1,2,less1,Medium_Acceptance
5319,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$75000 - $87499,1~3,less1,4~8,1~3,1~3,0,0,1,1,0,4~8,Medium_Acceptance
8429,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Food Preparation & Serving Related,$50000 - $62499,4~8,1~3,4~8,1~3,4~8,0,0,1,1,0,1~3,Medium_Acceptance
12509,No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Male,26,Single,1,Some college - no degree,Sales & Related,Less than $12500,never,never,never,1~3,never,0,0,0,0,0,never,Medium_Low_Acceptance
9771,Work,Alone,Rainy,55,7AM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,never,less1,4~8,1~3,1~3,1,1,0,0,2,never,Low_Acceptance
9798,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,never,less1,4~8,1~3,less1,0,0,0,0,0,never,Medium_Low_Acceptance
7051,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Male,21,Unmarried partner,0,High School Graduate,Sales & Related,$37500 - $49999,never,less1,4~8,4~8,less1,0,0,0,0,0,4~8,Medium_Low_Acceptance
8958,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,1~3,4~8,1,0,0,1,1,4~8,Medium_Acceptance
812,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,46,Married partner,1,Some college - no degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,1,1~3,Medium_Acceptance
3699,No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,0,0,0,1,0,never,Medium_Acceptance
5461,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,1~3,1~3,0,0,0,0,0,never,Medium_Low_Acceptance
9827,Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,4~8,1~3,4~8,1~3,less1,0,0,1,1,0,1~3,Medium_Low_Acceptance
11214,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,never,1~3,less1,never,1,0,0,0,1,never,Medium_High_Acceptance
12289,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,less1,0,0,0,1,0,4~8,Low_Acceptance
12463,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,41,Divorced,1,High School Graduate,Sales & Related,$12500 - $24999,never,less1,less1,1~3,4~8,1,0,0,0,1,never,Medium_Low_Acceptance
3604,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,26,Single,0,Bachelors degree,Retired,$87500 - $99999,never,less1,less1,1~3,less1,0,0,0,0,0,never,Low_Acceptance
4654,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,less1,1~3,4~8,1~3,less1,1,0,0,1,1,1~3,Medium_Low_Acceptance
1233,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,1~3,never,1~3,1,0,0,1,1,1~3,Medium_High_Acceptance
5402,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,1~3,1~3,1~3,1~3,0,0,1,1,0,1~3,Low_Acceptance
7714,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Unemployed,$100000 or More,never,4~8,gt8,4~8,less1,0,0,0,0,0,4~8,Medium_Low_Acceptance
8719,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,0,0,0,1,0,4~8,Low_Acceptance
675,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,31,Married partner,0,Some college - no degree,Construction & Extraction,$100000 or More,1~3,never,4~8,1~3,1~3,0,0,0,1,0,1~3,High_Acceptance
10593,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,0,1,less1,Low_Acceptance
5309,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$75000 - $87499,1~3,less1,4~8,1~3,1~3,0,0,0,0,0,1~3,Medium_Acceptance
9671,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,1,never,Medium_High_Acceptance
4403,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,never,less1,1~3,never,0,0,1,0,0,less1,Medium_Acceptance
1348,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,1~3,4~8,gt8,1~3,1~3,0,0,0,1,0,4~8,Medium_Low_Acceptance
1791,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,36,Unmarried partner,1,Some college - no degree,Unemployed,$87500 - $99999,1~3,less1,4~8,1~3,less1,1,0,0,1,1,less1,Medium_Low_Acceptance
